# d22" m40" w11mph m_release=2205ft (Data loaded from a file)
# 712 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
65.889,347.99,-5.577,5.577,0.007,0.192,-45.829,0.1,45.829,179.851,4.896,0.192,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.883,10.23,928.5,337.499,0.017,4.16e5,NaN,NaN,0.5,0.158,9.744e-4
66.389,345.201,-5.579,5.579,-0.003,0.149,-48.296,0.099,48.296,179.909,4.97,0.149,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.981,10.249,928.8,337.51,0.017,4.162e5,NaN,NaN,0.5,0.158,9.637e-4
66.742,343.234,-5.549,5.556,0.083,1.266,-49.973,0.099,49.973,179.909,4.524,1.263,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.257,10.267,929.1,337.521,0.017,4.145e5,NaN,NaN,0.353,0.158,9.719e-4
67.107,341.207,-5.583,5.584,-0.093,0.323,-51.6,0.099,51.6,179.909,4.411,0.309,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.132,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.347,10.279,929.3,337.528,0.016,4.167e5,NaN,NaN,0.364,0.158,9.22e-4
67.416,339.484,-5.565,5.569,0.06,0.861,-53.005,0.099,53.005,179.909,4.677,0.859,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.898,10.293,929.6,337.536,0.017,4.156e5,NaN,NaN,0.309,0.158,9.131e-4
67.661,338.121,-5.573,5.574,-0.033,0.402,-54.138,0.099,54.138,179.909,4.578,0.401,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.449,10.304,929.8,337.543,0.016,4.161e5,NaN,NaN,0.245,0.159,9.393e-4
67.999,336.237,-5.575,5.575,-0.006,0.323,-55.704,0.099,55.704,179.909,4.688,0.323,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.763,10.313,929.9,337.548,0.017,4.162e5,NaN,NaN,0.338,0.159,9.296e-4
68.381,334.112,-5.548,5.552,0.07,1.206,-57.583,0.099,57.583,179.909,5.148,1.204,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.368,10.325,930.1,337.556,0.017,4.145e5,NaN,NaN,0.382,0.159,9.413e-4
68.561,333.113,-5.557,5.569,-0.052,0.917,-58.495,0.099,58.495,179.909,4.983,0.916,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.627,10.339,930.4,337.564,0.017,4.158e5,NaN,NaN,0.18,0.159,9.891e-4
68.751,332.054,-5.569,5.569,-0.061,0.068,-59.444,0.099,59.444,179.909,4.989,0.03,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,10.345,930.5,337.568,0.016,4.159e5,NaN,NaN,0.19,0.159,9.717e-4
68.938,331.012,-5.563,5.576,0.03,0.984,-60.36,0.099,60.36,179.909,4.805,0.984,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.432,10.352,930.6,337.572,0.017,4.164e5,NaN,NaN,0.187,0.159,9.732e-4
69.226,329.414,-5.536,5.554,0.094,1.633,-61.676,0.099,61.676,179.909,4.335,1.63,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.948,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.888,10.359,930.7,337.576,0.017,4.149e5,NaN,NaN,0.288,0.159,9.528e-4
69.401,328.446,-5.559,5.559,-0.131,0.131,-62.433,0.099,62.433,179.909,4.336,0.005,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.338,10.369,930.9,337.583,0.016,4.153e5,NaN,NaN,0.175,0.159,9.014e-4
69.561,327.557,-5.557,5.575,0.01,1.087,-63.14,0.099,63.14,179.909,4.51,1.087,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.953,10.376,931,337.587,0.017,4.165e5,NaN,NaN,0.16,0.159,9.034e-4
70.061,324.781,-5.546,5.547,0.022,1.235,-65.549,0.099,65.549,179.909,5.127,1.235,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.209,10.381,931.1,337.59,0.017,4.144e5,NaN,NaN,0.5,0.159,9.212e-4
70.276,323.586,-5.553,5.566,-0.031,1.087,-66.628,0.099,66.628,179.909,4.893,1.087,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.511,10.399,931.4,337.601,0.017,4.16e5,NaN,NaN,0.215,0.159,9.867e-4
70.776,320.807,-5.563,5.563,-0.019,0.966,-68.954,0.098,68.954,179.909,4.411,0.966,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.433,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.345,10.407,931.5,337.606,0.017,4.158e5,NaN,NaN,0.5,0.159,9.616e-4
71.276,318.024,-5.57,5.57,-0.014,0.565,-71.089,0.098,71.089,179.909,4.128,0.565,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.09,10.425,931.8,337.617,0.017,4.164e5,NaN,NaN,0.5,0.16,9.114e-4
71.776,315.239,-5.571,5.571,-0.003,0.008,-73.152,0.098,73.152,179.909,4.124,0.008,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.352,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.124,10.443,932.1,337.628,0.016,4.166e5,NaN,NaN,0.5,0.16,8.834e-4
71.966,314.184,-5.51,5.589,0.323,2.618,-73.984,0.098,73.984,179.909,4.619,2.598,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,27.046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.555,10.461,932.5,337.639,0.017,4.18e5,NaN,NaN,0.19,0.16,8.831e-4
72.06,313.668,-5.527,5.536,-0.189,0.658,-74.419,0.098,74.419,179.909,4.678,0.63,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,24.925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.981,10.468,932.6,337.643,0.016,4.14e5,NaN,NaN,0.094,0.16,9.288e-4
72.352,312.048,-5.557,5.563,-0.102,0.944,-75.827,0.098,75.827,179.909,4.952,0.938,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.214,10.472,932.6,337.645,0.016,4.161e5,NaN,NaN,0.292,0.16,9.365e-4
72.634,310.479,-5.569,5.569,-0.041,0.104,-77.22,0.098,77.22,179.909,4.925,0.096,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.898,10.482,932.8,337.651,0.016,4.166e5,NaN,NaN,0.282,0.16,9.683e-4
72.937,308.796,-5.558,5.562,0.036,0.834,-78.748,0.098,78.748,179.909,5.177,0.833,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.397,10.492,933,337.657,0.017,4.161e5,NaN,NaN,0.303,0.16,9.663e-4
73.437,306.014,-5.569,5.569,-0.023,0.499,-81.399,0.098,81.399,179.909,5.427,0.499,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.461,10.503,933.2,337.664,0.016,4.167e5,NaN,NaN,0.5,0.16,9.931e-4
73.692,304.597,-5.541,5.559,0.113,1.461,-82.736,0.098,82.736,179.909,5.055,1.457,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.927,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.608,10.521,933.5,337.675,0.017,4.16e5,NaN,NaN,0.255,0.16,0.001
74.115,302.247,-5.563,5.564,-0.053,0.879,-84.797,0.098,84.797,179.909,4.683,0.878,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.325,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.556,10.531,933.6,337.68,0.016,4.165e5,NaN,NaN,0.423,0.16,9.783e-4
74.43,300.494,-5.563,5.564,-2.625e-4,0.465,-86.296,0.098,86.296,179.909,4.83,0.465,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.388,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.948,10.546,933.9,337.69,0.016,4.166e5,NaN,NaN,0.315,0.16,9.399e-4
74.741,298.767,-5.561,5.563,0.006,0.551,-87.769,0.097,87.769,179.909,4.659,0.551,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.416,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.518,10.557,934.1,337.697,0.016,4.165e5,NaN,NaN,0.31,0.161,9.555e-4
75.241,295.986,-5.564,5.564,-0.006,0.404,-90.048,0.097,90.048,179.966,4.457,0.404,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.43,10.569,934.3,337.703,0.016,4.167e5,NaN,NaN,0.5,0.161,9.372e-4
75.741,293.204,-5.565,5.565,-0.001,0.04,-92.271,0.097,92.271,179.966,4.437,0.04,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.358,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.435,10.587,934.6,337.714,0.016,4.168e5,NaN,NaN,0.5,0.161,9.163e-4
76.241,290.426,-5.545,5.546,0.038,0.835,-94.385,0.097,94.385,179.966,4.02,0.834,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.965,10.605,934.9,337.725,0.017,4.155e5,NaN,NaN,0.5,0.161,9.143e-4
76.741,287.646,-5.576,5.576,-0.062,0.088,-96.403,0.097,96.403,179.966,4.051,0.063,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.056,10.623,935.2,337.736,0.016,4.179e5,NaN,NaN,0.5,0.161,8.706e-4
77.079,285.768,-5.521,5.531,0.164,1.532,-97.861,0.097,97.861,179.966,4.567,1.523,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,26.084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.904,10.641,935.5,337.747,0.017,4.146e5,NaN,NaN,0.338,0.161,8.763e-4
77.579,283.008,-5.52,5.521,0.002,1.711,-100.358,0.097,100.359,179.966,5.422,1.711,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.531,10.653,935.8,337.755,0.017,4.138e5,NaN,NaN,0.5,0.161,9.242e-4
77.985,280.758,-5.574,5.574,-0.133,0.503,-102.598,0.097,102.598,179.966,5.619,0.485,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.7,10.671,936.1,337.765,0.016,4.179e5,NaN,NaN,0.406,0.161,0.001
78.317,278.908,-5.55,5.552,0.072,0.721,-104.427,0.097,104.427,179.966,5.38,0.717,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.615,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.214,10.686,936.3,337.774,0.017,4.163e5,NaN,NaN,0.333,0.161,0.001
78.817,276.131,-5.557,5.557,-0.015,0.65,-107.036,0.097,107.036,179.966,5.055,0.65,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.012,10.698,936.5,337.782,0.016,4.168e5,NaN,NaN,0.5,0.161,0.001
79.317,273.365,-5.51,5.51,0.095,1.437,-109.384,0.096,109.384,179.966,4.339,1.434,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.25,10.716,936.8,337.793,0.017,4.134e5,NaN,NaN,0.5,0.161,9.796e-4
79.486,272.436,-5.519,5.552,-0.053,1.532,-110.137,0.096,110.137,179.966,4.596,1.531,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.205,10.734,937.1,337.803,0.017,4.166e5,NaN,NaN,0.168,0.162,8.996e-4
79.574,271.949,-5.53,5.533,-0.132,0.4,-110.541,0.096,110.541,179.966,4.563,0.377,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.381,10.74,937.2,337.807,0.016,4.152e5,NaN,NaN,0.088,0.162,9.272e-4
80.074,269.173,-5.575,5.575,-0.089,0.421,-112.771,0.096,112.771,179.966,4.357,0.412,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.329,10.743,937.3,337.809,0.016,4.184e5,NaN,NaN,0.5,0.162,9.246e-4
80.323,267.789,-5.529,5.55,0.184,1.587,-113.905,0.096,113.906,179.966,4.75,1.577,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,26.158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.238,10.761,937.6,337.82,0.017,4.166e5,NaN,NaN,0.249,0.162,9.069e-4
80.786,265.227,-5.547,5.548,-0.038,1.087,-116.219,0.096,116.219,179.966,5.253,1.086,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.417,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.366,10.77,937.8,337.825,0.016,4.165e5,NaN,NaN,0.463,0.162,9.443e-4
81.204,262.903,-5.561,5.561,-0.033,0.039,-118.416,0.096,118.416,179.966,5.245,0.019,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.242,10.787,938,337.836,0.016,4.175e5,NaN,NaN,0.419,0.162,0.001
81.704,260.127,-5.543,5.543,0.036,0.592,-120.964,0.096,120.965,179.966,4.949,0.591,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.498,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.911,10.802,938.3,337.845,0.016,4.163e5,NaN,NaN,0.5,0.162,0.001
82.204,257.351,-5.561,5.561,-0.036,0.346,-123.482,0.096,123.482,179.966,5.121,0.344,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.282,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.145,10.82,938.6,337.856,0.016,4.177e5,NaN,NaN,0.5,0.162,9.669e-4
82.466,255.903,-5.523,5.543,0.144,1.567,-124.767,0.096,124.767,179.966,4.714,1.56,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,26.049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.249,10.838,938.9,337.867,0.017,4.164e5,NaN,NaN,0.261,0.162,9.871e-4
82.709,254.555,-5.546,5.549,-0.094,0.522,-125.9,0.096,125.9,179.966,4.589,0.513,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.422,10.847,939.1,337.872,0.016,4.169e5,NaN,NaN,0.243,0.162,9.399e-4
83.209,251.781,-5.552,5.552,-0.012,0.524,-128.128,0.095,128.128,179.966,4.326,0.524,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.366,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.292,10.856,939.2,337.878,0.016,4.172e5,NaN,NaN,0.5,0.162,9.285e-4
83.709,249.006,-5.547,5.548,0.009,0.476,-130.232,0.095,130.232,179.966,4.088,0.476,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.057,10.874,939.5,337.888,0.016,4.17e5,NaN,NaN,0.5,0.163,9.019e-4
83.993,247.432,-5.529,5.54,0.067,1.285,-131.445,0.095,131.445,179.966,4.453,1.283,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.81,10.892,939.9,337.899,0.017,4.165e5,NaN,NaN,0.284,0.163,8.775e-4
84.493,244.663,-5.548,5.548,-0.038,0.919,-133.787,0.095,133.787,179.966,4.912,0.918,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.374,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.974,10.902,940,337.906,0.016,4.171e5,NaN,NaN,0.5,0.163,9.13e-4
84.993,241.888,-5.553,5.553,-0.011,0.096,-136.255,0.095,136.255,179.966,4.96,0.095,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.967,10.92,940.3,337.917,0.016,4.176e5,NaN,NaN,0.5,0.163,9.632e-4
85.493,239.113,-5.545,5.545,0.015,0.307,-138.696,0.095,138.696,179.966,4.807,0.306,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.787,10.938,940.7,337.927,0.016,4.171e5,NaN,NaN,0.5,0.163,9.688e-4
85.756,237.66,-5.516,5.536,0.112,1.597,-140.015,0.095,140.015,179.966,5.225,1.593,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.699,10.956,941,337.938,0.017,4.165e5,NaN,NaN,0.263,0.163,9.517e-4
85.944,236.621,-5.537,5.538,-0.114,0.241,-141.001,0.095,141.001,179.966,5.265,0.213,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.347,10.966,941.1,337.944,0.016,4.167e5,NaN,NaN,0.188,0.163,9.953e-4
86.097,235.771,-5.528,5.558,0.062,1.426,-141.826,0.095,141.826,179.966,5.484,1.425,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.785,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.066,10.972,941.2,337.948,0.017,4.183e5,NaN,NaN,0.154,0.163,0.001
86.27,234.816,-5.538,5.542,-0.057,0.547,-142.781,0.095,142.781,179.966,5.578,0.544,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.793,10.978,941.3,337.952,0.016,4.171e5,NaN,NaN,0.173,0.163,0.001
86.598,233.001,-5.55,5.55,-0.037,0.04,-144.608,0.095,144.608,179.966,5.584,0.017,0.65,-1.706,NaN,NaN,NaN,NaN,NaN,NaN,2589,261,NaN,NaN,9.797,NaN,NaN,NaN,0,25.265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.588,10.984,941.4,337.955,0.016,4.177e5,NaN,NaN,0.327,0.163,0.001
