# d22" m40" w11mph m_release=2205ft (Data loaded from a file)
# 712 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
1.193,68.689,115.016,115.743,94.018,96.274,4.941,1.457e-4,4.941,0.002,12.95,20.72,0.65,-1.706,0.974,1.073e-5,6.99,-0.002,80.329,0.004,2708,380,0.301,0.003,9.798,84.4,65,2.473,310.355,23.816,0.614,0.333,0.21,0.071,0.616,0.209,0.516,1.087e-4,0,0,0,0,5.803e-4,4.659,12.064,960.3,338.61,0.344,8.872e6,7.9,50,0.012,0.028,0.013
1.207,70.235,116.263,117.013,93.338,95.45,5.116,1.569e-4,5.116,0.002,13.222,19.972,0.65,-1.706,0.802,7.878e-6,10.772,-0.004,80.443,0.003,2705,377,0.301,0.003,9.798,84.5,64.9,2.49,308.423,24.333,0.615,0.333,0.211,0.071,0.616,0.177,0.439,1.798e-4,0,0,0,0,0.001,4.637,12.054,960.1,338.604,0.347,8.967e6,7.9,50,0.013,0.028,0.014
1.222,72.033,117.693,118.467,92.997,94.897,5.322,1.703e-4,5.322,0.002,13.52,18.895,0.65,-1.706,0.63,5.752e-6,14.267,-0.006,80.615,0.003,2702,374,0.3,0.003,9.798,84.7,64.9,2.513,307.298,24.93,0.615,0.332,0.211,0.072,0.616,0.129,0.321,1.55e-4,0,0,0,0,0.002,4.614,12.042,959.9,338.597,0.352,9.077e6,7.9,50,0.015,0.029,0.014
1.242,74.461,119.592,120.396,92.878,94.453,5.602,1.887e-4,5.602,0.002,13.889,17.18,0.65,-1.706,0.286,7.271e-6,17.189,-0.007,80.959,0.002,2698,370,0.3,0.003,9.798,84.9,64.8,2.549,306.615,25.742,0.616,0.332,0.212,0.072,0.616,0.055,0.136,-2.219e-4,0,0,0,0,0.003,4.585,12.027,959.6,338.587,0.357,9.222e6,7.9,50,0.02,0.029,0.014
1.273,78.177,122.436,123.277,92.67,93.813,6.036,2.176e-4,6.036,0.002,14.374,14.601,0.65,-1.706,0.229,-2.587e-5,-17.074,-0.002,81.532,0.002,2692,364,0.299,0.003,9.798,85,64.8,2.565,305.64,27.001,0.617,0.332,0.212,0.072,0.617,0.043,0.115,-4.379e-4,0,0,0,0,-0.003,4.396,12.002,959.2,338.572,0.366,9.437e6,7.9,50,0.031,0.029,0.014
1.319,83.914,126.707,127.588,92.782,93.514,6.713,2.629e-4,6.713,0.002,14.968,11.676,0.65,-1.706,0.688,-7.248e-6,-8.995,-2.338e-4,82.162,0.001,2683,355,0.298,0.003,9.798,84.7,64.7,2.542,305.918,28.993,0.618,0.332,0.213,0.073,0.619,0.146,0.373,7.194e-5,0,0,0,0,-7.881e-4,4.196,11.965,958.5,338.55,0.379,9.759e6,7.9,50,0.046,0.03,0.015
1.333,85.711,128.054,128.944,95.401,96.058,6.925,2.77e-4,6.925,0.002,15.129,11.215,0.65,-1.706,0.802,4.328e-6,-4.469,0.002,82.219,9.534e-4,2680,353,0.298,0.003,9.798,84.6,64.6,2.537,313.084,29.643,0.619,0.332,0.214,0.073,0.62,0.174,0.441,3.033e-4,0,0,0,0,-1.899e-4,4.2,11.953,958.3,338.543,0.383,9.86e6,7.9,50,0.014,0.03,0.015
1.346,87.319,129.254,130.153,96.045,96.688,7.115,2.896e-4,7.115,0.002,15.269,11.127,0.65,-1.706,0.802,8.382e-6,-0.344,-0.004,82.277,0.001,2678,350,0.297,0.003,9.798,84.6,64.6,2.54,315.082,30.218,0.619,0.332,0.214,0.073,0.62,0.177,0.45,-2.591e-4,0,0,0,0,-1.225e-6,4.203,11.943,958.1,338.536,0.386,9.951e6,7.9,50,0.012,0.031,0.015
1.358,88.882,130.397,131.303,94.832,95.468,7.299,3.017e-4,7.299,0.002,15.401,11.006,0.65,-1.706,0.802,5.735e-6,3.61,-0.007,82.219,0.002,2675,348,0.297,0.003,9.798,84.6,64.6,2.546,312.117,30.768,0.62,0.332,0.214,0.074,0.621,0.173,0.441,-7.368e-5,0,0,0,0,1.211e-4,4.25,11.933,957.9,338.53,0.39,1.004e7,7.9,50,0.012,0.031,0.015
1.37,90.459,131.525,132.439,93.549,94.208,7.486,3.14e-4,7.486,0.002,15.534,11.121,0.65,-1.706,0.745,5.564e-6,7.563,-0.007,82.162,0.002,2673,345,0.297,0.003,9.798,84.7,64.5,2.555,309.049,31.314,0.62,0.331,0.215,0.074,0.621,0.162,0.412,-3.807e-4,0,0,0,0,5.169e-4,4.32,11.923,957.7,338.524,0.393,1.012e7,7.9,50,0.012,0.031,0.015
1.383,92.131,132.692,133.615,92.193,92.911,7.683,3.272e-4,7.683,0.002,15.676,11.532,0.65,-1.706,0.63,8.526e-6,11.345,-0.009,82.048,0.003,2671,343,0.297,0.003,9.798,84.7,64.5,2.568,305.903,31.879,0.62,0.331,0.215,0.074,0.621,0.139,0.356,-1.172e-4,0,0,0,0,0.001,4.393,11.912,957.5,338.517,0.396,1.021e7,7.9,50,0.013,0.032,0.016
1.397,94.049,133.998,134.932,90.656,91.488,7.91,3.424e-4,7.91,0.002,15.845,12.311,0.65,-1.706,0.458,1.279e-5,14.897,-0.015,81.876,0.004,2668,340,0.296,0.003,9.798,84.8,64.5,2.587,302.46,32.515,0.621,0.331,0.216,0.074,0.621,0.103,0.264,-3.242e-4,0,0,0,0,0.002,4.477,11.899,957.3,338.51,0.4,1.031e7,7.9,50,0.014,0.032,0.016
1.416,96.608,135.696,136.647,89.211,90.272,8.213,3.634e-4,8.213,0.003,16.092,13.798,0.65,-1.706,0.229,1.541e-5,17.762,-0.017,81.532,0.005,2664,336,0.296,0.003,9.798,85,64.4,2.617,299.68,33.358,0.622,0.331,0.216,0.074,0.622,0.044,0.113,-2.164e-4,0,0,0,0,0.003,4.578,11.883,957,338.5,0.405,1.044e7,7.9,50,0.019,0.032,0.016
1.444,100.508,138.217,139.201,88.179,89.693,8.677,3.973e-4,8.677,0.003,16.523,16.407,0.65,-1.706,0.229,4.051e-5,-17.418,-0.028,81.016,0.005,2659,331,0.295,0.003,9.798,85,64.4,2.626,298.786,34.666,0.623,0.331,0.217,0.075,0.623,0.046,0.124,1.694e-4,0,0,0,0,-0.002,4.727,11.857,956.5,338.484,0.413,1.063e7,7.9,50,0.028,0.033,0.016
1.48,105.531,141.355,142.393,86.962,88.951,9.282,4.444e-4,9.282,0.003,17.162,18.706,0.65,-1.706,0.573,-3.957e-5,-9.969,6.268e-4,80.501,0.004,2652,324,0.294,0.003,9.798,84.8,64.3,2.612,297.645,36.374,0.624,0.331,0.218,0.075,0.624,0.118,0.307,7.896e-5,0,0,0,0,-7.762e-4,4.976,11.825,956,338.465,0.423,1.088e7,7.9,50,0.036,0.033,0.017
1.494,107.485,142.545,143.606,86.374,88.491,9.52,4.634e-4,9.52,0.003,17.425,19.239,0.65,-1.706,0.63,5.065e-6,-5.73,-0.002,80.386,0.003,2649,322,0.294,0.003,9.798,84.8,64.3,2.611,296.764,37.034,0.624,0.331,0.218,0.076,0.625,0.133,0.347,4.796e-4,0,0,0,0,-2.506e-4,5.076,11.812,955.7,338.457,0.426,1.097e7,7.9,50,0.014,0.034,0.017
1.507,109.296,143.636,144.718,86.081,88.239,9.742,4.813e-4,9.742,0.003,17.669,19.397,0.65,-1.706,0.63,5e-6,-1.719,6.062e-5,80.386,0.003,2647,319,0.294,0.003,9.798,84.8,64.2,2.615,296.438,37.632,0.625,0.33,0.219,0.076,0.626,0.136,0.356,-3.341e-4,0,0,0,0,-2.186e-5,5.086,11.8,955.5,338.45,0.43,1.105e7,7.9,50,0.013,0.034,0.017
1.519,111.053,144.685,145.789,86.111,88.268,9.959,4.989e-4,9.959,0.003,17.906,19.394,0.65,-1.706,0.63,6.692e-6,2.349,4.991e-5,80.386,0.003,2645,317,0.293,0.003,9.798,84.8,64.2,2.62,296.859,38.204,0.625,0.33,0.219,0.076,0.626,0.134,0.351,1.146e-4,0,0,0,0,4.154e-5,5.029,11.789,955.3,338.443,0.433,1.113e7,7.9,50,0.012,0.034,0.017
1.531,112.817,145.733,146.858,86.233,88.319,10.178,5.166e-4,10.178,0.003,18.14,19.079,0.65,-1.706,0.573,3.909e-6,6.245,-0.004,80.443,0.003,2642,315,0.293,0.003,9.798,84.9,64.2,2.629,297.377,38.773,0.626,0.33,0.219,0.076,0.626,0.122,0.32,-7.993e-5,0,0,0,0,2.848e-4,4.972,11.777,955.1,338.436,0.436,1.121e7,7.9,50,0.012,0.035,0.017
1.544,114.741,146.87,148.017,86.415,88.353,10.418,5.361e-4,10.418,0.003,18.387,18.402,0.65,-1.706,0.458,-9.694e-7,9.912,-0.005,80.501,0.003,2640,312,0.293,0.003,9.798,84.9,64.1,2.643,297.915,39.389,0.626,0.33,0.22,0.076,0.627,0.098,0.258,3.931e-4,0,0,0,0,7.074e-4,4.91,11.765,954.9,338.428,0.439,1.13e7,7.9,50,0.013,0.035,0.017
1.56,117.098,148.257,149.428,86.875,88.55,10.714,5.602e-4,10.714,0.003,18.672,17.142,0.65,-1.706,0.286,-2.08e-6,13.121,-0.009,80.73,0.003,2637,309,0.293,0.003,9.798,85.1,64.1,2.666,299.015,40.151,0.627,0.33,0.22,0.077,0.627,0.055,0.145,-3.46e-4,0,0,0,0,0.001,4.884,11.749,954.6,338.419,0.444,1.14e7,7.9,50,0.016,0.036,0.017
1.584,120.676,150.372,151.575,88.336,89.594,11.166,5.973e-4,11.166,0.003,19.059,14.96,0.65,-1.706,0.115,-3.133e-5,-14.037,0.009,81.074,0.003,2632,304,0.292,0.003,9.798,85.2,64,2.689,302.639,41.348,0.628,0.33,0.221,0.077,0.628,0.019,0.053,3.033e-4,0,0,0,0,-0.001,4.886,11.726,954.2,338.405,0.45,1.156e7,7.9,50,0.024,0.036,0.018
1.62,126.139,153.571,154.809,88.835,89.682,11.86,6.556e-4,11.86,0.003,19.539,12.296,0.65,-1.706,0.458,5.747e-5,-7.105,-0.021,81.475,0.005,2625,298,0.291,0.003,9.798,85,63.9,2.672,304.08,43.219,0.629,0.33,0.222,0.078,0.629,0.097,0.26,-4.99e-4,0,0,0,0,-3.332e-4,4.868,11.691,953.6,338.383,0.46,1.18e7,7.9,50,0.036,0.037,0.018
1.634,128.199,154.72,155.968,86.365,87.085,12.122,6.784e-4,12.122,0.003,19.69,11.177,0.65,-1.706,0.516,1.223e-5,-2.979,-0.009,81.532,0.006,2623,295,0.291,0.003,9.798,84.9,63.9,2.67,297.687,43.908,0.63,0.329,0.222,0.078,0.63,0.117,0.311,3.72e-5,0,0,0,0,-5.713e-5,4.855,11.677,953.4,338.375,0.463,1.189e7,7.9,50,0.013,0.037,0.018
1.645,130.042,155.714,156.97,83.74,84.427,12.357,6.994e-4,12.357,0.003,19.818,10.745,0.65,-1.706,0.516,9.27e-6,1.089,-0.01,81.532,0.007,2620,293,0.291,0.003,9.798,84.9,63.9,2.675,291.089,44.49,0.63,0.329,0.223,0.078,0.631,0.116,0.31,2.253e-4,0,0,0,0,7.643e-6,4.843,11.665,953.2,338.368,0.466,1.196e7,7.9,50,0.012,0.037,0.018
1.657,131.884,156.66,157.923,80.032,80.724,12.591,7.21e-4,12.591,0.003,19.94,10.541,0.65,-1.706,0.458,6.732e-6,4.927,-0.008,81.475,0.007,2618,291,0.29,0.003,9.798,85,63.9,2.683,281.758,45.041,0.63,0.329,0.223,0.078,0.631,0.104,0.279,-2.993e-4,0,0,0,0,1.554e-4,4.817,11.653,952.9,338.361,0.469,1.203e7,7.9,50,0.012,0.038,0.018
1.67,133.918,157.664,158.937,77.482,78.248,12.85,7.456e-4,12.85,0.003,20.076,10.922,0.65,-1.706,0.401,1.628e-5,8.537,-0.003,81.417,0.007,2616,288,0.29,0.003,9.798,85.1,63.8,2.697,275.682,45.626,0.631,0.329,0.223,0.078,0.631,0.08,0.215,4.568e-4,0,0,0,0,4.567e-4,4.779,11.64,952.7,338.353,0.472,1.211e7,7.9,50,0.013,0.038,0.019
1.687,136.539,158.905,160.192,74.688,75.626,13.184,7.784e-4,13.184,0.003,20.262,11.875,0.65,-1.706,0.172,-1.268e-5,11.574,-0.011,81.245,0.007,2613,286,0.29,0.003,9.798,85.2,63.8,2.718,269.31,46.356,0.631,0.329,0.224,0.079,0.632,0.039,0.106,-3.005e-4,0,0,0,0,8.225e-4,4.73,11.623,952.4,338.342,0.475,1.22e7,7.9,50,0.017,0.039,0.019
1.712,140.509,160.671,161.983,70.687,71.966,13.691,8.301e-4,13.691,0.003,20.572,13.511,0.65,-1.706,0.115,6.136e-5,-11.803,-0.038,80.959,0.005,2609,281,0.289,0.003,9.798,85.3,63.7,2.733,260.368,47.43,0.632,0.329,0.224,0.079,0.632,0.024,0.068,3.532e-4,0,0,0,0,-8.381e-4,4.685,11.597,952,338.327,0.481,1.233e7,7.9,50,0.025,0.039,0.019
1.749,146.539,162.984,164.341,61.341,62.928,14.467,9.109e-4,14.467,0.004,21.077,14.043,0.65,-1.706,0.344,-5.679e-5,-4.354,0.018,80.615,0.002,2604,276,0.289,0.003,9.798,85.1,63.7,2.723,237.59,48.883,0.633,0.329,0.225,0.08,0.634,0.079,0.214,3.005e-4,0,0,0,0,-1.112e-4,4.671,11.558,951.3,338.303,0.488,1.25e7,7.9,50,0.037,0.04,0.019
1.763,148.81,163.668,165.042,50.072,51.589,14.761,9.411e-4,14.761,0.004,21.249,12.419,0.65,-1.706,0.401,-5.284e-6,-0.458,0.003,80.558,0.002,2602,274,0.288,0.003,9.798,85.1,63.7,2.725,208.322,49.345,0.634,0.329,0.226,0.08,0.634,0.083,0.225,-3.137e-4,0,0,0,0,-1.255e-6,4.767,11.543,951.1,338.294,0.49,1.256e7,7.9,50,0.014,0.04,0.019
1.777,151.198,164.301,165.69,43.398,44.719,15.072,9.726e-4,15.072,0.004,21.41,10.79,0.65,-1.706,0.286,-4.906e-6,3.151,-0.007,80.615,0.002,2600,272,0.288,0.003,9.798,85.2,63.6,2.735,190.795,49.74,0.634,0.328,0.226,0.08,0.634,0.066,0.179,-1.302e-4,0,0,0,0,5.795e-5,4.878,11.528,950.8,338.285,0.492,1.26e7,7.9,50,0.015,0.04,0.019
1.795,154.194,164.954,166.359,35.803,36.786,15.463,0.001,15.463,0.004,21.574,8.449,0.65,-1.706,0.172,-6.686e-6,6.188,-0.007,80.672,0.003,2598,270,0.288,0.003,9.798,85.3,63.6,2.752,170.627,50.154,0.634,0.328,0.226,0.08,0.634,0.032,0.089,-1.446e-4,0,0,0,0,2.176e-4,5.017,11.508,950.5,338.273,0.494,1.265e7,7.9,50,0.018,0.041,0.019
1.823,158.707,165.682,167.102,26.431,26.936,16.054,0.001,16.054,0.004,21.739,5.192,0.65,-1.706,0.115,-1.066e-5,-6.417,-0.011,80.902,0.004,2596,268,0.288,0.003,9.798,85.3,63.6,2.761,145.623,50.618,0.635,0.328,0.226,0.08,0.635,0.02,0.055,2.855e-4,0,0,0,0,-2.332e-4,5.157,11.479,949.9,338.255,0.496,1.271e7,7.9,50,0.027,0.041,0.019
1.864,165.503,166.296,167.723,14.569,14.73,16.947,0.001,16.947,0.004,21.836,2.173,0.65,-1.706,0.229,-3.197e-5,0.516,0.01,81.016,0.006,2593,265,0.287,0.003,9.798,85.2,63.5,2.753,114.302,51.002,0.635,0.328,0.227,0.08,0.635,0.053,0.147,3.257e-4,0,0,0,0,1.373e-6,5.299,11.435,949.2,338.228,0.498,1.275e7,7.9,50,0.041,0.042,0.02
1.882,168.534,166.374,167.802,4.262,4.289,17.345,0.001,17.345,0.004,21.842,0.481,0.65,-1.706,0.229,9.809e-6,4.011,-0.008,80.959,0.006,2592,264,0.287,0.003,9.798,85.2,63.5,2.754,87.25,51.051,0.635,0.328,0.227,0.08,0.635,0.055,0.152,2.47e-4,0,0,0,0,9.16e-5,5.318,11.415,948.9,338.216,0.498,1.275e7,7.9,50,0.018,0.042,0.02
1.903,171.99,166.322,167.75,-2.611,2.62,17.798,0.001,17.798,0.004,21.837,0.215,0.65,-1.706,0.115,-7.884e-7,7.219,-0.015,80.844,0.007,2590,263,0.287,0.003,9.798,85.3,63.5,2.767,69.475,50.992,0.635,0.328,0.227,0.08,0.635,0.029,0.081,-6.087e-5,0,0,0,0,2.915e-4,5.316,11.393,948.5,338.203,0.498,1.274e7,7.9,50,0.021,0.043,0.02
1.934,177.169,166.029,167.46,-9.691,9.743,18.479,0.001,18.479,0.004,21.843,1.005,0.65,-1.706,0.172,4.482e-5,-6.474,-0.036,80.615,0.006,2590,262,0.287,0.003,9.798,85.3,63.5,2.767,51.464,50.755,0.635,0.328,0.226,0.08,0.635,0.032,0.09,-4.413e-4,0,0,0,0,-2.365e-4,5.066,11.359,947.9,338.182,0.497,1.271e7,7.9,50,0.031,0.043,0.02
1.966,182.487,165.486,166.924,-16.894,16.908,19.18,0.001,19.18,0.004,21.861,0.681,0.65,-1.706,0.286,9.528e-7,-0.401,-0.003,80.501,0.006,2589,261,0.287,0.003,9.798,85.2,63.5,2.756,32.569,50.386,0.635,0.328,0.226,0.08,0.635,0.061,0.167,3.383e-4,0,0,0,0,-1.008e-6,4.921,11.324,947.3,338.161,0.496,1.267e7,7.9,50,0.032,0.044,0.019
# Event BURNOUT occurred at t=1.971 seconds
1.971,183.324,165.375,166.814,-21.865,21.866,19.291,0.001,19.291,0.004,21.861,0.037,0.65,-1.706,0.286,4.762e-6,0.63,-8.617e-4,80.501,0.006,2589,261,0.287,0.003,9.798,85.2,63.5,2.755,19.501,50.314,0.635,0.328,0.226,0.08,0.635,0.064,0.178,2.354e-4,0,0,0,0,2.425e-6,4.916,11.319,947.2,338.158,0.495,1.266e7,7.9,50,0.005,0.044,0.019
1.979,184.579,165.153,166.593,-29.219,29.252,19.457,0.001,19.457,0.004,21.851,1.387,0.65,-1.706,0.286,3.903e-6,2.292,-0.005,80.501,0.005,2589,261,0.287,0.003,9.798,85.2,63.5,2.756,0,50.165,0.634,0.328,0.226,0.08,0.635,0.061,0.167,3.17e-5,0,0,0,0,2.991e-5,4.909,11.311,947.1,338.153,0.495,1.264e7,7.9,50,0.008,0.044,0.019
1.99,186.458,164.821,166.261,-29.082,29.13,19.705,0.001,19.705,0.004,21.834,1.674,0.65,-1.706,0.229,5.718e-6,4.469,-1.508e-4,80.558,0.005,2589,261,0.287,0.003,9.798,85.2,63.5,2.76,0,49.941,0.634,0.328,0.226,0.08,0.634,0.05,0.139,-7.175e-5,0,0,0,0,1.133e-4,4.898,11.299,946.8,338.146,0.494,1.261e7,7.9,50,0.011,0.045,0.019
2.007,189.27,164.326,165.766,-28.852,28.94,20.078,0.002,20.078,0.004,21.8,2.254,0.65,-1.706,0.115,-1.714e-6,6.704,-0.002,80.672,0.006,2589,261,0.287,0.003,9.798,85.3,63.5,2.768,0,49.605,0.634,0.328,0.226,0.08,0.634,0.029,0.081,2.815e-4,0,0,0,0,2.588e-4,4.854,11.28,946.5,338.135,0.492,1.257e7,7.9,50,0.017,0.045,0.019
2.033,193.471,163.592,165.029,-28.503,28.681,20.636,0.002,20.636,0.004,21.73,3.192,0.65,-1.706,0.024,4.714e-6,-7.62,0.028,80.844,0.007,2589,261,0.287,0.003,9.798,85.3,63.5,2.777,0,49.105,0.634,0.329,0.226,0.08,0.634,0.005,0.015,3.737e-4,0,0,0,0,-3.384e-4,4.726,11.253,946.1,338.118,0.49,1.251e7,7.9,50,0.026,0.046,0.019
2.071,199.738,162.506,163.932,-27.999,28.386,21.468,0.002,21.468,0.005,21.578,4.67,0.65,-1.706,0.286,-1.646e-5,-3.667,0.014,81.074,0.009,2589,261,0.287,0.003,9.798,85.2,63.5,2.754,0,48.41,0.633,0.329,0.225,0.079,0.633,0.06,0.165,3.635e-4,0,0,0,0,-7.86e-5,4.807,11.212,945.4,338.093,0.487,1.242e7,7.9,50,0.038,0.046,0.019
2.09,202.738,161.991,163.409,-27.792,28.277,21.866,0.002,21.866,0.005,21.484,5.213,0.65,-1.706,0.401,-3.524e-6,0.974,0.008,81.131,0.009,2589,261,0.287,0.003,9.797,85.1,63.5,2.746,0,48.094,0.633,0.329,0.225,0.079,0.633,0.08,0.22,-1.901e-4,0,0,0,0,5.613e-6,4.954,11.193,945,338.082,0.485,1.238e7,7.9,50,0.018,0.047,0.019
2.105,205.188,161.57,162.982,-27.708,28.167,22.191,0.002,22.191,0.005,21.406,5.063,0.65,-1.706,0.344,-7.231e-6,4.985,-5.821e-4,81.074,0.009,2589,261,0.287,0.003,9.797,85.1,63.5,2.747,0,47.824,0.633,0.329,0.225,0.079,0.633,0.075,0.207,4.149e-4,0,0,0,0,1.491e-4,5.03,11.177,944.8,338.072,0.484,1.235e7,7.9,50,0.015,0.047,0.019
2.121,207.809,161.121,162.526,-27.7,28.037,22.538,0.002,22.538,0.005,21.329,4.333,0.65,-1.706,0.229,1.106e-5,8.308,0.011,80.959,0.008,2589,261,0.287,0.003,9.797,85.2,63.5,2.757,0,47.518,0.633,0.329,0.225,0.079,0.633,0.05,0.136,-1.199e-4,0,0,0,0,4.143e-4,5.007,11.16,944.5,338.062,0.483,1.231e7,7.9,50,0.016,0.047,0.019
2.145,211.726,160.445,161.845,-27.747,27.903,23.057,0.002,23.057,0.005,21.241,2.938,0.65,-1.706,0.002,8.119e-6,-10.084,0.63,80.73,0.005,2589,261,0.287,0.003,9.797,85.3,63.5,2.776,0,47.071,0.632,0.329,0.224,0.079,0.632,4.589e-4,0.002,1.933e-5,0,0,0,0,-6.144e-4,4.972,11.134,944,338.046,0.481,1.226e7,7.9,50,0.024,0.048,0.019
2.182,217.57,159.43,160.829,-27.751,27.789,23.831,0.002,23.831,0.005,21.168,1.449,0.65,-1.706,0.286,7.85e-5,-5.901,-0.017,80.386,0.004,2589,261,0.287,0.003,9.797,85.2,63.5,2.753,0,46.438,0.632,0.329,0.224,0.079,0.632,0.056,0.153,-4.748e-4,0,0,0,0,-2.112e-4,4.992,11.096,943.4,338.023,0.478,1.218e7,7.9,50,0.037,0.048,0.019
2.202,220.8,158.867,160.268,-27.691,27.71,24.261,0.002,24.261,0.005,21.145,1.028,0.65,-1.706,0.344,3.103e-6,-1.833,0.019,80.329,0.005,2589,261,0.287,0.003,9.797,85.1,63.5,2.747,0,46.093,0.632,0.329,0.224,0.079,0.632,0.071,0.196,3.101e-5,0,0,0,0,-2.022e-5,5.017,11.075,943,338.011,0.476,1.213e7,7.9,50,0.02,0.049,0.019
2.22,223.596,158.38,159.783,-27.524,27.555,24.633,0.002,24.633,0.005,21.125,1.317,0.65,-1.706,0.286,7.706e-7,1.948,0.021,80.329,0.006,2589,261,0.287,0.003,9.797,85.1,63.5,2.75,0,45.792,0.631,0.329,0.224,0.079,0.632,0.061,0.167,3.644e-4,0,0,0,0,2.338e-5,5.096,11.057,942.7,338,0.475,1.209e7,7.9,50,0.018,0.049,0.019
2.241,226.921,157.804,159.207,-27.256,27.333,25.077,0.002,25.077,0.005,21.09,2.056,0.65,-1.706,0.172,1.155e-5,5.042,0.017,80.386,0.008,2589,261,0.287,0.003,9.797,85.2,63.5,2.761,0,45.434,0.631,0.329,0.224,0.079,0.631,0.033,0.09,1.37e-4,0,0,0,0,1.581e-4,5.19,11.036,942.3,337.986,0.473,1.205e7,7.9,50,0.021,0.049,0.019
2.272,231.887,156.951,158.35,-26.852,27.044,25.741,0.002,25.741,0.005,21.005,3.219,0.65,-1.706,0.057,-2.836e-5,-5.5,0.056,80.558,0.009,2589,261,0.287,0.003,9.797,85.3,63.5,2.768,0,44.903,0.631,0.329,0.223,0.078,0.631,0.013,0.037,6.361e-5,0,0,0,0,-1.91e-4,5.242,11.003,941.8,337.967,0.471,1.198e7,7.9,50,0.032,0.05,0.018
2.32,239.285,155.692,157.078,-26.444,26.722,26.731,0.002,26.731,0.005,20.823,3.846,0.65,-1.706,0.172,2.357e-5,0.057,-0.011,80.73,0.008,2589,261,0.287,0.003,9.797,85.2,63.5,2.756,0,44.121,0.63,0.329,0.223,0.078,0.63,0.04,0.111,-3.427e-4,0,0,0,0,4.606e-8,5.226,10.955,940.9,337.938,0.467,1.188e7,7.9,50,0.047,0.05,0.018
2.346,243.38,154.998,156.376,-26.289,26.555,27.279,0.003,27.279,0.005,20.718,3.753,0.65,-1.706,0.172,7.391e-6,3.323,-2.758e-5,80.672,0.007,2589,261,0.287,0.003,9.797,85.2,63.5,2.756,0,43.686,0.63,0.329,0.223,0.078,0.63,0.038,0.104,1.928e-4,0,0,0,0,7.021e-5,5.187,10.929,940.5,337.922,0.465,1.182e7,7.9,50,0.026,0.051,0.018
2.381,248.762,154.083,155.455,-26.224,26.371,27.998,0.003,27.998,0.005,20.604,2.784,0.65,-1.706,0.005,5.165e-6,5.157,0.056,80.501,0.007,2589,261,0.287,0.003,9.797,85.3,63.5,2.77,0,43.115,0.63,0.329,0.222,0.078,0.63,9.907e-4,0.002,8.418e-5,0,0,0,0,1.755e-4,5.11,10.894,939.9,337.9,0.462,1.174e7,7.9,50,0.035,0.051,0.018
2.431,256.433,152.774,154.143,-26.051,26.126,29.026,0.003,29.026,0.006,20.497,1.98,0.65,-1.706,0.115,-3.744e-6,-1.318,-0.016,80.329,0.006,2589,261,0.287,0.003,9.797,85.2,63.5,2.758,0,42.324,0.629,0.33,0.222,0.078,0.629,0.03,0.083,7.128e-5,0,0,0,0,-1.145e-5,5.059,10.844,939,337.87,0.458,1.164e7,7.9,50,0.05,0.051,0.018
2.466,261.811,151.857,153.226,-25.844,25.916,29.748,0.003,29.748,0.006,20.434,1.935,0.65,-1.706,0.172,1.427e-5,1.719,-0.016,80.329,0.005,2589,261,0.287,0.003,9.797,85.2,63.5,2.756,0,41.776,0.629,0.33,0.221,0.077,0.629,0.031,0.086,-1.415e-4,0,0,0,0,2.007e-5,5.039,10.809,938.4,337.849,0.456,1.156e7,7.9,50,0.035,0.052,0.018
2.509,268.24,150.767,152.133,-25.475,25.606,30.615,0.003,30.615,0.006,20.338,2.589,0.65,-1.706,0.011,2.169e-5,3.552,-0.115,80.443,0.005,2589,261,0.287,0.003,9.797,85.3,63.5,2.767,0,41.121,0.628,0.33,0.221,0.077,0.628,0.002,0.007,1.014e-4,0,0,0,0,8.548e-5,4.964,10.767,937.7,337.824,0.453,1.148e7,7.9,50,0.042,0.052,0.018
2.559,275.747,149.503,150.861,-25.116,25.288,31.628,0.003,31.628,0.006,20.194,2.941,0.65,-1.706,0.057,-2.016e-5,-2.12,0.001,80.615,0.009,2589,261,0.287,0.003,9.797,85.2,63.5,2.761,0,40.353,0.628,0.33,0.221,0.077,0.628,0.016,0.043,-1.146e-4,0,0,0,0,-3.059e-5,4.703,10.718,936.9,337.794,0.449,1.137e7,7.9,50,0.05,0.053,0.018
